item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
K-Y Yours + Mine Couples Lubricant, Adult Toy Friendly Personal Lubricant & Intimate Gel for Couples, Men, Women, Sex Lube, Clear, 2 x 1.5 Fl Oz, 2 count (Pack of 1)	Are you ready to take your intimacy to thrilling new heights? Ignite the passion with KY Yours + Mine Couples lube for sex - the ultimate tool to spice up the bedroom for couples. Unleash your desires & experience a sensational journey with our couples sex lube. "Mine" water based lube for women provides a thrilling, tingling sensation for her. "Yours" glycerin-based lube for men provides an invigorating, warming sensation for him. When combined, these exciting personal lubricants create a sizzling chemistry that will leave you both craving more. Want to add even more excitement? KY Yours + Mine is a great couples sex toy lube, ensuring endless possibilities for pleasure. Take the passion with you wherever you go! Our compact, 1.5 fl oz travel lube bottles are perfect for on-the-go excitement, so you're always prepared for adventure. Whether it's your honeymoon or a quick weekend getaway, KY sexual lubricants are the travel accessories you don't want to forget. KY is the #1 Brand in Lubricants & Climax Control* & the #1 Doctor Recommended Personal Lubricant Brand**. KY Yours + Mine water based lubricant for her & warming lube for him - your new favorite additions to your collection of sex stuff. Rest easy knowing that KY Yours + Mine couples sexual lubricant will arrive in discreet, plain packaging — your spicy secret is safe with us. *Nielsen POS $ L52W W/E 4.28.2023. **among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0204BDF14G5	IB-60026	18.79	0	2024-02-03 17:40:41 PST		y	1			11				B001KYCTSQ						B001KYCTSQ			0	DEFAULT	Migrated Template	Inactive
K-Y Yours & Mine Couples Lubricants, 3 oz (Pack of 12)		0204BDI6W8T	IB-60026-12PK	159.99	0	2024-02-03 17:43:41 PST		y	1			11				B01IAIOWIO						B01IAIOWIO			0	DEFAULT	Migrated Template	Inactive
K-Y Yours+Mine Adult Toy Friendly 3 Fl Oz. Personal Lubricant for Couples, Men, Women, Pleasure Enhancer, Vaginal Moisturizer, Arousal Stimulant (3 Pack)	Are you ready to take your intimacy to thrilling new heights? Ignite the passion with KY Yours + Mine Couples lube for sex - the ultimate tool to spice up the bedroom for couples. Unleash your desires & experience a sensational journey with our couples sex lube. "Mine" water based lube for women provides a thrilling, tingling sensation for her. "Yours" glycerin-based lube for men provides an invigorating, warming sensation for him. When combined, these exciting personal lubricants create a sizzling chemistry that will leave you both craving more. Want to add even more excitement? KY Yours + Mine is a great couples sex toy lube, ensuring endless possibilities for pleasure. Take the passion with you wherever you go! Our compact, 1.5 fl oz travel lube bottles are perfect for on-the-go excitement, so you're always prepared for adventure. Whether it's your honeymoon or a quick weekend getaway, KY sexual lubricants are the travel accessories you don't want to forget. KY is the #1 Brand in Lubricants & Climax Control* & the #1 Doctor Recommended Personal Lubricant Brand**. KY Yours + Mine water based lubricant for her & warming lube for him - your new favorite additions to your collection of sex stuff. Rest easy knowing that KY Yours + Mine couples sexual lubricant will arrive in discreet, plain packaging — your spicy secret is safe with us. *Nielsen POS $ L52W W/E 4.28.2023. **among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0204BDH4KFJ	IB-60026-3PK	45.49	0	2024-02-03 17:41:18 PST		y	1			11				B01IAIOCAW						B01IAIOCAW			0	DEFAULT	Migrated Template	Inactive
K-Y Yours+Mine Adult Toy Friendly 3 Fl Oz. Personal Lubricant for Couples, Men, Women, Pleasure Enhancer, Vaginal Moisturizer, Arousal Stimulant (4 Pack)	Are you ready to take your intimacy to thrilling new heights? Ignite the passion with KY Yours + Mine Couples lube for sex - the ultimate tool to spice up the bedroom for couples. Unleash your desires & experience a sensational journey with our couples sex lube. "Mine" water based lube for women provides a thrilling, tingling sensation for her. "Yours" glycerin-based lube for men provides an invigorating, warming sensation for him. When combined, these exciting personal lubricants create a sizzling chemistry that will leave you both craving more. Want to add even more excitement? KY Yours + Mine is a great couples sex toy lube, ensuring endless possibilities for pleasure. Take the passion with you wherever you go! Our compact, 1.5 fl oz travel lube bottles are perfect for on-the-go excitement, so you're always prepared for adventure. Whether it's your honeymoon or a quick weekend getaway, KY sexual lubricants are the travel accessories you don't want to forget. KY is the #1 Brand in Lubricants & Climax Control* & the #1 Doctor Recommended Personal Lubricant Brand**. KY Yours + Mine water based lubricant for her & warming lube for him - your new favorite additions to your collection of sex stuff. Rest easy knowing that KY Yours + Mine couples sexual lubricant will arrive in discreet, plain packaging — your spicy secret is safe with us. *Nielsen POS $ L52W W/E 4.28.2023. **among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0204BDFHGVF	IB-60026-4PK	59.99	0	2024-02-03 17:38:56 PST		y	1			11				B004WOMNUK						B004WOMNUK			0	DEFAULT	Migrated Template	Inactive
K-Y Yours & Mine Couples Lubricant, 3 oz. (Pack of 8)		0204BDHFFYF	IB-60026-8PK	109.99	0	2024-02-03 17:43:03 PST		y	1			11				B01IAION4C						B01IAION4C			0	DEFAULT	Migrated Template	Inactive
Durex Condom Real Feel Non Latex Condoms, 3 Count		0205BFG1BZG	IB-60028	7.59	0	2024-02-04 17:04:16 PST		y	1			11				B00GUFUVQ2						B00GUFUVQ2			0	DEFAULT	Migrated Template	Inactive
Durex Avanti Bare RealFeel Non-Latex Condom, 3 Count (Pack of 6)	Durex Avanti Bare Real Feel Condoms are non-latex polyisoprene condoms for men, lubricated and offer a natural skin on skin feeling. They are suitable for people who are sensitive to latex condoms, please read all label details upon delivery. FSA (Flexible Spending Account) and HSA (Health Savings Account) eligible. Durex is the world's #1 condom brand* trusted over 80 years. Each Durex condom for men is 100 percent electronically tested for strength, flexibility and reliability and features a pleasant scent. Our products are delivered in discreet packaging with no indication of parcel contents. For maximum benefit, carefully follow the condom instructions on the inner side of this package. It helps provide protection against pregnancy, HIV/AIDS and other sexually transmitted infections (STIs). *Based on global Nielsen unit sales data through August 2022	0205BFFX6PF	IB-60028-6PK	17.99	0	2024-02-04 17:07:36 PST		y	1			11				B014TNTDPQ						B014TNTDPQ			0	DEFAULT	Migrated Template	Inactive
K-Y Natural Feeling Personal Lubricant Gel With Aloe Vera (1.69oz), Premium Water Based Lube That Is Free From Harmful Chemicals (Pack of 3)		0517BVEI228	IB-60029	13.49	0	2024-05-17 13:22:38 PDT		y	1			11				B07RP8PGCC						B07RP8PGCC			0	DEFAULT	Migrated Template	Inactive
K-Y Natural Feeling Lube with Aloe Vera, Personal Lubricant, Water-Based Formula, Safe to Use with Silicone Toys and Condoms, for Men, Women and Couples, 1.69 Fl Oz (Pack of 2)	K-Y Natural Feeling with Aloe Vera is our water-based, aloe-infused lube to enhance everyday comfort for days when you need a little something extra. Keep the feeling going with a natural feeling formula not made with fragrances, hormones, parabens or glycerin. Natural feeling intimacy. Now we’re talking. Our Water-based Liquid formula gives you the confidence to enhance pleasure as well as being compatible with silicone toys, natural rubber latex condoms and Polyisoprene condoms. K-Y is the #1 Doctor recommended personal lubricant brand*. This product contains one 1.69 FL OZ bottle. Our products are delivered in discreet packaging with no indication of parcel contents *among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0104B9V87GU	IB-60029-2PK	21.79	0	2024-01-03 16:03:36 PST		y	1			11				B07MBQWLKX						B07MBQWLKX			0	DEFAULT	Migrated Template	Inactive
K-Y Natural Feeling Lube with Aloe Vera, Personal Lubricant, Water-Based Formula, Safe to Use with Silicone Toys and Condoms, for Men, Women and Couples, 1.69 Fl Oz (Pack of 2)		0111BUC83RU	IB-60029-2PK-FBA	21.79		2024-01-11 13:04:39 PST		y	1			11				B07MBQWLKX						B07MBQWLKX				AMAZON_NA	Migrated Template	Inactive
K-Y Natural Feeling with Aloe Vera Lubricant, 1.69 Fl Oz (Pack of 4)	K-Y Natural Feeling with Aloe Vera is our water-based, aloe-infused lube to enhance everyday comfort for days when you need a little something extra. Keep the feeling going with a natural feeling formula not made with fragrances, hormones, parabens or glycerin. Natural feeling intimacy. Now we’re talking. Our Water-based Liquid formula gives you the confidence to enhance pleasure as well as being compatible with silicone toys, natural rubber latex condoms and Polyisoprene condoms. K-Y is the #1 Doctor recommended personal lubricant brand*. This product contains one 1.69 FL OZ bottle. Our products are delivered in discreet packaging with no indication of parcel contents *among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0104B9TBDHE	IB-60029-4PK	37.99	0	2024-01-03 16:04:12 PST		y	1			11				B07NF66MJG						B07NF66MJG			0	DEFAULT	Migrated Template	Inactive
K-Y Natural Feeling Lube with Aloe Vera, Personal Lubricant, Water-Based Formula, Safe to Use with Silicone Toys and Condoms, for Men, Women and Couples, 1.69 Fl Oz (Pack of 5)	K-Y Natural Feeling with Aloe Vera is our water-based, aloe-infused lube to enhance everyday comfort for days when you need a little something extra. Keep the feeling going with a natural feeling formula not made with fragrances, hormones, parabens or glycerin. Natural feeling intimacy. Now we’re talking. Our Water-based Liquid formula gives you the confidence to enhance pleasure as well as being compatible with silicone toys, natural rubber latex condoms and Polyisoprene condoms. K-Y is the #1 Doctor recommended personal lubricant brand*. This product contains one 1.69 FL OZ bottle. Our products are delivered in discreet packaging with no indication of parcel contents *among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023	0104B9TDKI3	IB-60029-5PK	46.99	0	2024-01-03 16:05:02 PST		y	1			11				B07M6ZYXTT						B07M6ZYXTT			0	DEFAULT	Migrated Template	Inactive
Durex Pleasure Pack, Assorted Premium Lubricated Condoms, 3 Count	Durex Pleasure Pack Assorted Condoms features 3 types of assorted lubricated, natural latex male condoms including Extra Sensitive condoms & Performax Intense ribbed and dotted condoms. Durex Extra Sensitive ultra thin condoms give you the intimate feeling of skin on skin contact. REGULAR FIT: Our standard girth, regular fit condoms are designed for a close and comfortable fit, with a nominal width of 56mm. FSA (Flexible Spending Account) and HSA (Health Savings Account) eligible. Durex is the world's #1 condom brand* trusted over 80 years. Each Durex condom for men is 100 percent electronically tested for strength, flexibility and reliability and features a pleasant scent. Our products are delivered in discreet packaging with no indication of parcel contents. For maximum benefit, carefully follow the condom instructions on the inner side of this package. It helps provide protection against pregnancy, HIV/AIDS and other sexually transmitted infections (STIs). *Based on global Nielsen unit sales data through August 2022	0204BDGNIY3	IB-60030	6.5	0	2024-02-03 17:44:20 PST		y	1			11				B0002TJ8A2						B0002TJ8A2			0	DEFAULT	Migrated Template	Inactive
Durex Pleasure Pack, Assorted Premium Lubricated Condoms, 3 Count		0418FKYKIYZ	IB-60030-FBA	5.79		2025-04-17 20:06:08 PDT		y	1			11				B0002TJ8A2						B0002TJ8A2				AMAZON_NA	Migrated Template	Inactive
Durex Performax Intense Condom, 3 Count		0204BDGZ3RP	IB-60031	7.29	0	2024-02-03 17:45:49 PST		y	1			11				B007XRLU84						B007XRLU84			0	DEFAULT	Migrated Template	Inactive
Durex Performax Intense Condoms, Ultra Fine, Ribbed, Dotted with Delay Lubricant Natural Rubber Latex Condoms for Men, FSA & HSA Eligible, 3 Count (Pack of 3)	Durex Performax Intense Condoms are delay condoms for men are made with a desensitizing lubricant to help him last longer and are textured and designed to help speed her up. Condoms contain climax control lube on the inside made with the active ingredient: Benzocaine (5 percent) for him and have a ribbed and dotted texture designed for added sensation and are lubricated on the outside to intensify sensation for her. FSA (Flexible Spending Account) and HSA (Health Savings Account) eligible. Durex is the world's #1 condom brand* trusted over 80 years. Each Durex condom for men is 100 percent electronically tested for strength, flexibility and reliability and features a pleasant scent. Our products are delivered in discreet packaging with no indication of parcel contents. For maximum benefit, carefully follow the condom instructions on the inner side of this package. It helps provide protection against pregnancy, HIV/AIDS and other sexually transmitted infections (STIs). *Based on global Nielsen unit sales data through August 2022	0204BDF0IGA	IB-60031-3PK	9.99	0	2024-02-03 17:46:22 PST		y	1			11				B016B4S1QS						B016B4S1QS			0	DEFAULT	Migrated Template	Inactive
Durex Extra Sensitive Condom, 3 Count		0204BDHI8QD	IB-60032	7.59	0	2024-02-03 17:47:03 PST		y	1			11				B0009MX4IE						B0009MX4IE			0	DEFAULT	Migrated Template	Inactive
Durex Extra Sensitive Ultra Thin Lubricated Latex Condoms - 3 ct, Pack of 2		0204BDIEJT7	IB-60032-2PK	9.99	0	2024-02-03 17:47:59 PST		y	1			11				B00HA675EG						B00HA675EG			0	DEFAULT	Migrated Template	Inactive
Durex Extra Sensitive Condom, 3 Count (Pack of 3)		0204BDDRHS5	IB-60032-3PK	11.99	0	2024-02-03 17:47:31 PST		y	1			11				B00CCJ783O						B00CCJ783O			0	DEFAULT	Migrated Template	Inactive
Durex Extra Sensitive Condom, 3 Count (Pack of 4)		0204BDJXM35	IB-60032-4PK	13.99	0	2024-02-03 17:48:25 PST		y	1			11				B00I5MZ0U0						B00I5MZ0U0			0	DEFAULT	Migrated Template	Inactive
Durex Extra Sensitive Lubricated Ultra Thin Premium Condoms, 3 Count (Pack of 6)		0204BDGZMKM	IB-60032-6PK	17.99	0	2024-02-03 17:49:21 PST		y	1			11				B00KIH474A						B00KIH474A			0	DEFAULT	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Packaging May Vary)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0127BVSFAW1	IB-60033	13.49	0	2024-01-26 17:30:32 PST		y	1			11				B00B29WMLI						B00B29WMLI			0	DEFAULT	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang Extract, Water-Based, 6.76 Fl Oz (Pack of 2)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0127BVPMKQ8	IB-60033-2PK	22.29	0	2024-01-26 17:31:26 PST		y	1			11				B07WG3P4ZZ						B07WG3P4ZZ			0	DEFAULT	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang Extract, Water-Based, 6.76 Fl Oz (Pack of 2)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0205BHG8SM8	IB-60033-2PK-FBA	22.29		2024-02-05 12:49:20 PST		y	1			11				B07WG3P4ZZ						B07WG3P4ZZ				AMAZON_NA	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Pack of 3)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0127BVMX2RY	IB-60033-3PK	32.49	0	2024-01-26 17:32:58 PST		y	1			11				B00RD97M16						B00RD97M16			0	DEFAULT	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Pack of 3)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0205BHKMRAY	IB-60033-3PK-FBA	31.41		2024-02-05 12:55:21 PST		y	1			11				B00RD97M16						B00RD97M16				AMAZON_NA	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Pack of 6)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0127BVRM2MN	IB-60033-6PK	55.99	0	2024-01-26 17:33:36 PST		y	1			11				B00RD99MO6						B00RD99MO6			0	DEFAULT	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Pack of 6)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0201FFUJWSZ	IB-60033-6PK-FBA	55.99		2025-02-01 14:48:22 PST		y	1			11				B00RD99MO6						B00RD99MO6				AMAZON_NA	Migrated Template	Inactive
Durex Sensual Massage & Play 2 in 1, Massage Gel and Personal Lubricant, Intimate Seductive Lube with Ylang Ylang extract, Water-based, 6.76 oz. (Packaging May Vary)	Who needs a drawer full of different sexual lubricants? Designed to make your intimate encounters more comfortable, smooth, and oh-so-memorable, this versatile massage gel, vaginal lube, and anal lube is here to help turn up the heat in the bedroom (or wherever your fantasies take you)! Whether you're embarking on an exciting adventure with a partner or indulging in some solo escapades, our water based lube is your ticket to a smooth ride. Durex personal lube with seductive ylang ylang is good for all over body massage, as well as use in intimate areas. The smooth texture ensures that friction becomes a distant memory, letting you enjoy only the heat of the moment. Looking to rekindle the flame with your partner? This water based lubricant is your ultimate wingmate. Compatible with sex toys and natural rubber latex & polyisoprene condoms, this personal lubricant for sex keeps the excitement flowing smoothly. Say goodbye to icky stains - our water based personal lubricant formula is non-sticky and non-staining, so you're free to have fun without the mess. It's also made with high quality ingredients with no parabens or artificial colorants. Experience smooth pleasure & soothing lubrication with this sexual lubricant from Durex. This product is not a contraceptive and does not contain spermicide. Always read and follow package instructions and warnings.	0201FFRZPB2	IB-60033-FBA	13.49		2025-02-01 14:45:01 PST		y	1			11				B00B29WMLI						B00B29WMLI				AMAZON_NA	Migrated Template	Inactive
Durex Air Condoms, Extra Thin, Transparent Natural Rubber Latex Condoms for Men, Regular Fit, FSA & HSA Eligible, 10 Count		0204BDHKV11	IB-60034	11.49	0	2024-02-03 17:49:50 PST		y	1			11				B093CGGHSX						B093CGGHSX			0	DEFAULT	Migrated Template	Inactive
Durex Air Condoms, Extra Thin, Transparent Natural Rubber Latex Condoms for Men, Regular Fit, FSA & HSA Eligible, 24 Count	Durex Air condoms - if you want to enjoy maximum sensitivity safely, these extra thin condoms are a perfect option. Air condoms are the thinnest developed by Durex while providing a high level of protection against STI’s and pregnancy. Our standard girth, regular fit condoms are designed for a close and comfortable fit, with a nominal width of 54mm. Extra thin, lubricated and nearly see through; these condoms are made from premium quality, natural rubber latex. Durex Air Condoms are FSA (Flexible Spending Account) and HSA (Health Savings Account) eligible. Durex is the world's #1 condom brand* trusted over 80 years. Each Durex condom for men is 100 percent electronically tested for strength, flexibility and reliability and features a pleasant scent. Our products are delivered in discreet packaging with no indication of parcel contents. For maximum benefit, carefully follow the condom instructions on the inner side of this package. It helps provide protection against pregnancy, HIV/AIDS and other sexually transmitted infections (STIs). *Based on global Nielsen unit sales data through August 2022 Based upon Durex sales in the U.S.	0204BDC0ILJ	IB-60035	17.99	0	2024-02-03 17:50:19 PST		y	1			11				B093CB9P89						B093CB9P89			0	DEFAULT	Migrated Template	Inactive
Durex Air Condoms Extra Thin, Transparent Natural Rubber Latex Condoms for Men, Close Fit, FSA & HSA Eligible, 24 Count		0205BFDH138	IB-60036	17.99	0	2024-02-04 17:09:59 PST		y	1			11				B09K2NLX7F						B09K2NLX7F			0	DEFAULT	Migrated Template	Inactive
Durex Air Condoms Extra Thin, Transparent Natural Rubber Latex Condoms for Men, Wide Fit, FSA & HSA Eligible, 24 Count		0205BFFTL7B	IB-60037	17.99	0	2024-02-04 17:11:27 PST		y	1			11				B09K2QFQ1J						B09K2QFQ1J			0	DEFAULT	Migrated Template	Inactive
Condoms, Durex RED Extra Sensitive, Ultra Fine, Extra Lubricated Natural Rubber Latex Condoms for Men, 42 Count, FSA & HSA Eligible		0127BVSCRKL	IB-60038	18.49	0	2024-01-26 17:38:05 PST		y	1			11				B07NX8MKBL						B07NX8MKBL			0	DEFAULT	Migrated Template	Inactive
K-Y Jelly Classic Water-Based Body Friendly Formula 4 Fl Oz. Personal Lubricant for Wetter Sex for Men, Women and Couples & Safe to Use with Latex Condoms (2 Pack)	KY Jelly personal lube is a thick gel that effortlessly glides on and stays where you want it to, quickly preparing you for intimacy. Our classic water based lube makes a great vaginal lubricant or anal lube, and works for both solo or partner play. This non-greasy, personal lubricant gel is designed to stay in place so you can focus on comfort and pleasure. KY Jelly is a pH-friendly, water based lubricant that gives you extra comfort so you can both enjoy sex. KY Jelly sex lube is compatible with latex and polyisoprene condoms. It's also a great sex toy lube. This product contains one 4 OZ bottle. KY Jelly is also available in 2 OZ and 7 OZ bottles. K-Y is the #1 Doctor recommended personal lubricant brand*. K-Y is also the #1 Brand in Lubricants & Climax Control**. We have a wide variety of sexual lubricants that can help add more spice to the bedroom. Whether you're looking for a silicone lube, water based lube, warming lube, or vaginal moisturizer, K-Y has what you need to take your sex life to the next level. Sorry, nosy neighbors! Our products are delivered in discreet packaging with no indication of parcel contents. *among vaginal lubricants & moisturizers, IQVIA, ProVoice Survey, Dec. 2023. **Nielsen POS $ L52W W/E 4.28.2023	0617AGGGI5P	IBH-60005-2PK-FBA	11.99		2023-06-16 17:19:53 PDT		y	1			11				B07MJHJK4K						B07MJHJK4K				AMAZON_NA	Migrated Template	Inactive
